shot_id,window_id,label_type,label_confidence,excluded_from_validation,exclusion_reason,notes,t_start,t_end,window_duration,analysis_status,n_samples,m_edge_raw_finite_count,m_edge_raw_finite_fraction,m_edge_raw_min,m_edge_raw_median,m_edge_raw_mean,m_edge_raw_max,m_edge_raw_std,m_edge_conf_finite_count,m_edge_conf_finite_fraction,m_edge_conf_min,m_edge_conf_median,m_edge_conf_mean,m_edge_conf_max,m_edge_conf_std,m_edge_conf_simple_finite_count,m_edge_conf_simple_finite_fraction,m_edge_conf_simple_min,m_edge_conf_simple_median,m_edge_conf_simple_mean,m_edge_conf_simple_max,m_edge_conf_simple_std,Q_diag_finite_count,Q_diag_finite_fraction,Q_diag_min,Q_diag_median,Q_diag_mean,Q_diag_max,Q_diag_std,P_missing_critical_finite_count,P_missing_critical_finite_fraction,P_missing_critical_min,P_missing_critical_median,P_missing_critical_mean,P_missing_critical_max,P_missing_critical_std,Q_power_finite_count,Q_power_finite_fraction,Q_power_min,Q_power_median,Q_power_mean,Q_power_max,Q_power_std,Q_density_finite_count,Q_density_finite_fraction,Q_density_min,Q_density_median,Q_density_mean,Q_density_max,Q_density_std,Q_edge_finite_count,Q_edge_finite_fraction,Q_edge_min,Q_edge_median,Q_edge_mean,Q_edge_max,Q_edge_std,Q_profile_finite_count,Q_profile_finite_fraction,Q_profile_min,Q_profile_median,Q_profile_mean,Q_profile_max,Q_profile_std,Q_geometry_finite_count,Q_geometry_finite_fraction,Q_geometry_min,Q_geometry_median,Q_geometry_mean,Q_geometry_max,Q_geometry_std,Q_missing_finite_count,Q_missing_finite_fraction,Q_missing_min,Q_missing_median,Q_missing_mean,Q_missing_max,Q_missing_std,Q_capacity_finite_count,Q_capacity_finite_fraction,Q_capacity_min,Q_capacity_median,Q_capacity_mean,Q_capacity_max,Q_capacity_std,Q_fragmentation_finite_count,Q_fragmentation_finite_fraction,Q_fragmentation_min,Q_fragmentation_median,Q_fragmentation_mean,Q_fragmentation_max,Q_fragmentation_std,C_edge_capacity_finite_count,C_edge_capacity_finite_fraction,C_edge_capacity_min,C_edge_capacity_median,C_edge_capacity_mean,C_edge_capacity_max,C_edge_capacity_std,F_route_fragmentation_finite_count,F_route_fragmentation_finite_fraction,F_route_fragmentation_min,F_route_fragmentation_median,F_route_fragmentation_mean,F_route_fragmentation_max,F_route_fragmentation_std,S_edge_response_finite_count,S_edge_response_finite_fraction,S_edge_response_min,S_edge_response_median,S_edge_response_mean,S_edge_response_max,S_edge_response_std,S_power_balance_finite_count,S_power_balance_finite_fraction,S_power_balance_min,S_power_balance_median,S_power_balance_mean,S_power_balance_max,S_power_balance_std,S_transport_finite_count,S_transport_finite_fraction,S_transport_min,S_transport_median,S_transport_mean,S_transport_max,S_transport_std,missingness_pressure_finite_count,missingness_pressure_finite_fraction,missingness_pressure_min,missingness_pressure_median,missingness_pressure_mean,missingness_pressure_max,missingness_pressure_std,dalpha_proxy_finite_count,dalpha_proxy_finite_fraction,dalpha_proxy_min,dalpha_proxy_median,dalpha_proxy_mean,dalpha_proxy_max,dalpha_proxy_std,nbi_proxy_finite_count,nbi_proxy_finite_fraction,nbi_proxy_min,nbi_proxy_median,nbi_proxy_mean,nbi_proxy_max,nbi_proxy_std,density_proxy_finite_count,density_proxy_finite_fraction,density_proxy_min,density_proxy_median,density_proxy_mean,density_proxy_max,density_proxy_std,conf_positive_fraction,conf_negative_fraction,conf_ambiguous_fraction,conf_low_confidence_fraction,raw_positive_fraction,raw_negative_fraction,raw_ambiguous_fraction,validation_eligible
11768,11768_CANDIDATE_001,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,-0.0022000050544739,0.0197999949455261,0.022,ok,22,22,1.0,-0.8486592871581259,-0.39858503963545144,-0.38014854120152963,-0.0175934195450517,0.2168895370663918,22,1.0,-0.7739405456314575,-0.5668482000185966,-0.5826477520262694,-0.4435546735177431,0.08736543464807583,22,1.0,-0.4092423673629184,-0.19220656355753984,-0.18331607431273753,-0.0084839378695027,0.10458895454090449,22,1.0,0.4822222222222221,0.4822222222222221,0.48222222222222233,0.4822222222222221,2.220446049250313e-16,22,1.0,0.6277777777777778,0.6277777777777778,0.6277777777777779,0.6277777777777778,1.1102230246251565e-16,22,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,22,1.0,1.0,1.0,1.0,1.0,0.0,22,1.0,1.0,1.0,1.0,1.0,0.0,22,1.0,0.0,0.0,0.0,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,0.0,22,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444445,0.4444444444444444,5.551115123125783e-17,22,1.0,0.65,0.65,0.6500000000000001,0.65,1.1102230246251565e-16,22,1.0,0.2088888888888889,0.2088888888888889,0.20888888888888885,0.2088888888888889,5.551115123125783e-17,22,1.0,0.0705326320337932,0.2555252141081811,0.28232984615175094,0.4948712011187123,0.1261816467341578,22,1.0,0.4435590535715023,0.6069302920767583,0.6624783873532807,0.9191919191919192,0.1898051014305678,22,1.0,0.1057989480506898,0.1686854882387128,0.2908215128528269,0.7423068016780685,0.22192407225769867,22,1.0,0.4186709420194905,0.6183469001925812,0.6862390166416641,1.0,0.2319840128595829,0,0.0,,,,,,22,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555555,0.5555555555555556,1.1102230246251565e-16,22,1.0,-0.0048828125,0.2587890624968321,0.2946333451823367,0.8374023437526461,0.23967912356311039,0,0.0,,,,,,22,1.0,3.73082987002069e+17,2.60404540607352e+19,2.0787303562836656e+19,3.50751927832171e+19,1.3595625467032113e+19,0.0,1.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,False
11768,11768_CANDIDATE_002,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,-0.0022000050544739,0.0097999949455261,0.012,ok,13,13,1.0,-0.8486592871581259,-0.4483025706195687,-0.5290860863317437,-0.3224507956414245,0.14577658967056278,13,1.0,-0.7739405456314575,-0.6373067288946809,-0.6216649466874219,-0.4981204757262601,0.08886481413240906,13,1.0,-0.4092423673629184,-0.2161814618321031,-0.25513706829775185,-0.1554929392315313,0.07029671101891584,13,1.0,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.0,13,1.0,0.6277777777777778,0.6277777777777778,0.627777777777778,0.6277777777777778,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.4444444444444444,0.4444444444444444,0.44444444444444453,0.4444444444444444,1.1102230246251565e-16,13,1.0,0.65,0.65,0.6500000000000001,0.65,1.1102230246251565e-16,13,1.0,0.2088888888888889,0.2088888888888889,0.20888888888888887,0.2088888888888889,2.7755575615628914e-17,13,1.0,0.0705326320337932,0.2020163922071181,0.26440738592364776,0.4948712011187123,0.1532975984680073,13,1.0,0.5326755364098542,0.8185231477762132,0.7934934722553915,0.9191919191919192,0.13688165901586835,13,1.0,0.1057989480506898,0.1412284930127993,0.33164830829491876,0.7423068016780685,0.2723023702301176,13,1.0,0.5275910877108094,0.8769603904919148,0.8463685648553549,1.0,0.1672998054638391,0,0.0,,,,,,13,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555555,0.5555555555555556,1.1102230246251565e-16,13,1.0,-0.0048828125,0.2905273437395645,0.2841421274019683,0.8374023437526461,0.2673698500808727,0,0.0,,,,,,13,1.0,3.73082987002069e+17,1.4338968632338416e+19,1.2031835134784983e+19,3.014688260036231e+19,1.1162000522953572e+19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
11768,11768_CANDIDATE_003,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.0327999949455262,0.0447999949455262,0.012000000000000004,ok,13,13,1.0,-0.0834670504879964,0.0089089653086381,0.010727624958498015,0.0658083027610495,0.045004504883377136,13,1.0,-0.4009631062055701,-0.3540542768452875,-0.35814948263135443,-0.3118939315299252,0.026453357713199635,13,1.0,-0.0495237832895445,0.0052859860831252,0.006365057475375476,0.0390462596382227,0.026702672897470397,13,1.0,0.5933333333333333,0.5933333333333333,0.5933333333333335,0.5933333333333333,2.220446049250313e-16,13,1.0,0.6166666666666667,0.6166666666666667,0.6166666666666669,0.6166666666666667,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,13,1.0,0.8500000000000001,0.8500000000000001,0.8499999999999999,0.8500000000000001,2.220446049250313e-16,13,1.0,0.2533333333333333,0.2533333333333333,0.25333333333333335,0.2533333333333333,5.551115123125783e-17,13,1.0,0.3938209580941278,0.430746458140552,0.42871427773043475,0.4864341247388417,0.027340580154738312,13,1.0,0.3874299106213703,0.4073965571841576,0.4179866527719367,0.4804199218590395,0.027638770037038244,13,1.0,0.4325781452881516,0.5106630269038369,0.508001254337247,0.6276555813558073,0.04881957920815619,13,1.0,0.3994513722409341,0.4238550513732297,0.43679850153607086,0.5131058304203076,0.03378071893415785,0,0.0,,,,,,13,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13,1.0,0.1196289062461612,0.1342773437460121,0.13315054086245465,0.1464843749960494,0.008544405925420266,0,0.0,,,,,,13,1.0,3.0802297083633074e+19,3.484062737059388e+19,3.4254975039393518e+19,3.594482071888095e+19,1.528476298399172e+18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
11768,11768_CANDIDATE_004,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.0457999949455262,0.0577999949455262,0.011999999999999997,ok,13,13,1.0,0.0661793132835926,0.2118922632739588,0.1869836082188101,0.2985924740551542,0.07089483194976295,13,1.0,-0.3144091220162892,-0.2547772084242385,-0.26193512566306903,-0.208577620839492,0.030035117330893833,13,1.0,0.0392663925482649,0.1257227428758822,0.11094360754316061,0.1771648679393914,0.04206426695685934,13,1.0,0.5933333333333333,0.5933333333333333,0.5933333333333335,0.5933333333333333,2.220446049250313e-16,13,1.0,0.6166666666666667,0.6166666666666667,0.6166666666666669,0.6166666666666667,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,13,1.0,0.8500000000000001,0.8500000000000001,0.8499999999999999,0.8500000000000001,2.220446049250313e-16,13,1.0,0.2533333333333333,0.2533333333333333,0.25333333333333335,0.2533333333333333,5.551115123125783e-17,13,1.0,0.4784784110925151,0.5128323377218307,0.5151324473544676,0.5571714286031322,0.021362825359066657,13,1.0,0.2585789545479779,0.3046609516082063,0.32814883913565746,0.4122990978089225,0.05218445883068201,13,1.0,0.4746633129945269,0.5064465486181652,0.5143071857262794,0.5678561774055618,0.028004324773299515,13,1.0,0.2419668703734545,0.2982893112248447,0.32699672931395174,0.4298470454701646,0.06378100523750027,0,0.0,,,,,,13,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13,1.0,0.1269531250129697,0.1367187500088701,0.13671875000061348,0.1440429687409808,0.004592480187335178,0,0.0,,,,,,13,1.0,3.4569507594393616e+19,4.052210081945197e+19,3.9223176180726555e+19,4.307052248203212e+19,2.8858993493775667e+18,0.0,1.0,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,False
11768,11768_CANDIDATE_005,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.0587999949455262,0.0707999949455262,0.012000000000000004,ok,13,13,1.0,0.3176196547054702,0.4332637689257636,0.4151359532272548,0.4936200341531639,0.060162511201953046,13,1.0,-0.19406001151743,-0.1428418850650016,-0.14772159583811023,-0.1078637229435454,0.02915104764444112,13,1.0,0.1884543284585789,0.2570698362292863,0.2463139989148378,0.2928812202642105,0.03569642331315881,13,1.0,0.5933333333333333,0.5933333333333333,0.5933333333333335,0.5933333333333333,2.220446049250313e-16,13,1.0,0.6166666666666667,0.6166666666666667,0.6166666666666669,0.6166666666666667,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,13,1.0,0.8500000000000001,0.8500000000000001,0.8499999999999999,0.8500000000000001,2.220446049250313e-16,13,1.0,0.2533333333333333,0.2533333333333333,0.25333333333333335,0.2533333333333333,5.551115123125783e-17,13,1.0,0.5734240379170684,0.617316359954379,0.6096826190128243,0.645580904178178,0.023941676560276102,13,1.0,0.1495406391501651,0.1840525910286153,0.19454666578556926,0.2558043832115981,0.03817913094991501,13,1.0,0.5735275835373284,0.6091141213687897,0.6162625404060217,0.6757000224627231,0.028438613894558384,13,1.0,0.1086978182205722,0.150879092738678,0.16370518410828827,0.2385757276289903,0.04666338227211838,0,0.0,,,,,,13,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13,1.0,0.126953125,0.1342773437641996,0.13465294471370293,0.14404296875,0.005053194125700733,0,0.0,,,,,,13,1.0,4.322396152871151e+19,4.719197145000627e+19,4.661162925250117e+19,4.9100547713964966e+19,2.1113782079384003e+18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False
11768,11768_CANDIDATE_006,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.1587999949455263,0.1707999949455263,0.01200000000000001,ok,13,13,1.0,0.3741416354348038,0.4269897334185362,0.42152679406488625,0.4785031970153249,0.026557211408013776,13,1.0,-0.2081665460992226,-0.1750866620565545,-0.17990606210220145,-0.1500838690532691,0.016092135445237993,13,1.0,0.2219907036913168,0.2533472418283314,0.25010589781183235,0.2839118968957594,0.015757278768754854,13,1.0,0.5933333333333333,0.5933333333333333,0.5933333333333335,0.5933333333333333,2.220446049250313e-16,13,1.0,0.6166666666666667,0.6166666666666667,0.6166666666666669,0.6166666666666667,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,13,1.0,0.8500000000000001,0.8500000000000001,0.8499999999999999,0.8500000000000001,2.220446049250313e-16,13,1.0,0.2533333333333333,0.2533333333333333,0.25333333333333335,0.2533333333333333,5.551115123125783e-17,13,1.0,0.5227105648639332,0.5566620083428186,0.5530287431307721,0.5788189738036568,0.016558475545095097,13,1.0,0.1003157767883318,0.1309936858977248,0.1315019490658858,0.1577730550655712,0.014543445535782983,13,1.0,0.223157648430563,0.2561333752842065,0.2586169066609233,0.314168106991656,0.02863495417194332,13,1.0,0.0485340975561093,0.0860293198009229,0.08665053033978641,0.1187596598949575,0.017775322321512552,0,0.0,,,,,,13,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13,1.0,0.1977539062669203,0.2124023437149667,0.21165114182351435,0.22216796875,0.007502623324437973,0,0.0,,,,,,13,1.0,5.74286885873915e+19,5.912523502904987e+19,5.915334294430233e+19,6.060618483268741e+19,8.042800663240229e+17,0.0,0.15384615384615385,0.8461538461538461,0.0,1.0,0.0,0.0,False
11768,11768_CANDIDATE_007,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.2477999949455264,0.2597999949455264,0.01200000000000001,ok,13,13,1.0,0.3709830589975519,0.3867154533587422,0.39707835822404625,0.4775906894097669,0.027792145851958706,13,1.0,-0.2460522323596796,-0.2311662685248531,-0.22602228707896582,-0.1643456477411263,0.020966170753207766,13,1.0,0.2201166150052141,0.2294511689928536,0.23559982587960077,0.2833704757164617,0.01649000653882884,13,1.0,0.5933333333333333,0.5933333333333333,0.5933333333333335,0.5933333333333333,2.220446049250313e-16,13,1.0,0.6166666666666667,0.6166666666666667,0.6166666666666669,0.6166666666666667,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,13,1.0,0.8500000000000001,0.8500000000000001,0.8499999999999999,0.8500000000000001,2.220446049250313e-16,13,1.0,0.2533333333333333,0.2533333333333333,0.25333333333333335,0.2533333333333333,5.551115123125783e-17,13,1.0,0.4633792103919627,0.4775956434249345,0.48611932207420516,0.5553039848185464,0.023681625475440442,13,1.0,0.0776794164994324,0.0903787586594435,0.08904096385015887,0.1032464615027589,0.008597426337545434,13,1.0,0.1855540845906231,0.2424939300506509,0.24573780158767947,0.379024330458808,0.04894673910333144,13,1.0,0.0208674349807877,0.0363888531763569,0.034753770631675666,0.052116045540409,0.010507965523666642,0,0.0,,,,,,13,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13,1.0,0.1879882812977049,0.2050781249880331,0.2062049278826143,0.2197265624881483,0.008544405911290338,0,0.0,,,,,,13,1.0,5.617685501674992e+19,5.6879152675829055e+19,5.6805170090664346e+19,5.759076099937219e+19,4.754539498885455e+17,0.0,0.9230769230769231,0.07692307692307693,0.0,1.0,0.0,0.0,False
11768,11768_CANDIDATE_008,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.2677999949455264,0.2797999949455264,0.011999999999999955,ok,13,13,1.0,-0.4930448603134607,-0.1369061382454142,-0.0443361203726704,0.3434174104956076,0.33757139107407313,13,1.0,-0.6416834132134122,-0.5124956198432868,-0.4844487370649534,-0.3478508681260689,0.10514006938022515,13,1.0,-0.2377571881956021,-0.0660191822205664,-0.021379862490821057,0.1656035068389929,0.1627844263623863,13,1.0,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.0,13,1.0,0.6277777777777778,0.6277777777777778,0.627777777777778,0.6277777777777778,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.4444444444444444,0.4444444444444444,0.44444444444444453,0.4444444444444444,1.1102230246251565e-16,13,1.0,0.65,0.65,0.6500000000000001,0.65,1.1102230246251565e-16,13,1.0,0.2088888888888889,0.2088888888888889,0.20888888888888887,0.2088888888888889,2.7755575615628914e-17,13,1.0,0.156480189111375,0.3843187541985163,0.3459227387194056,0.4719691322754755,0.09725212103857324,13,1.0,0.1011856748790337,0.3767390683011711,0.3902588590920759,0.820816714151424,0.2781690391972211,13,1.0,0.009483609268898,0.1967402823394816,0.23148080212399813,0.5186394018759776,0.14646364350539165,13,1.0,0.0002145902842511,0.3370020711335301,0.3535262598779694,0.8797636382838392,0.339984381241048,0,0.0,,,,,,13,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555555,0.5555555555555556,1.1102230246251565e-16,13,1.0,0.0170898437887873,0.2124023437125543,0.27324969949279754,1.298828124949151,0.3126018967436702,0,0.0,,,,,,13,1.0,1.4212130070469804e+19,3.877046444719551e+19,3.952547768380146e+19,5.720489838872048e+19,1.6860752867841133e+19,0.0,1.0,0.0,0.0,0.46153846153846156,0.38461538461538464,0.15384615384615385,False
11768,11768_CANDIDATE_009,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.2677999949455264,0.2797999949455264,0.011999999999999955,ok,13,13,1.0,-0.4930448603134607,-0.1369061382454142,-0.0443361203726704,0.3434174104956076,0.33757139107407313,13,1.0,-0.6416834132134122,-0.5124956198432868,-0.4844487370649534,-0.3478508681260689,0.10514006938022515,13,1.0,-0.2377571881956021,-0.0660191822205664,-0.021379862490821057,0.1656035068389929,0.1627844263623863,13,1.0,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.0,13,1.0,0.6277777777777778,0.6277777777777778,0.627777777777778,0.6277777777777778,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.4444444444444444,0.4444444444444444,0.44444444444444453,0.4444444444444444,1.1102230246251565e-16,13,1.0,0.65,0.65,0.6500000000000001,0.65,1.1102230246251565e-16,13,1.0,0.2088888888888889,0.2088888888888889,0.20888888888888887,0.2088888888888889,2.7755575615628914e-17,13,1.0,0.156480189111375,0.3843187541985163,0.3459227387194056,0.4719691322754755,0.09725212103857324,13,1.0,0.1011856748790337,0.3767390683011711,0.3902588590920759,0.820816714151424,0.2781690391972211,13,1.0,0.009483609268898,0.1967402823394816,0.23148080212399813,0.5186394018759776,0.14646364350539165,13,1.0,0.0002145902842511,0.3370020711335301,0.3535262598779694,0.8797636382838392,0.339984381241048,0,0.0,,,,,,13,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555555,0.5555555555555556,1.1102230246251565e-16,13,1.0,0.0170898437887873,0.2124023437125543,0.27324969949279754,1.298828124949151,0.3126018967436702,0,0.0,,,,,,13,1.0,1.4212130070469804e+19,3.877046444719551e+19,3.952547768380146e+19,5.720489838872048e+19,1.6860752867841133e+19,0.0,1.0,0.0,0.0,0.46153846153846156,0.38461538461538464,0.15384615384615385,False
11768,11768_CANDIDATE_010,UNLABELABLE,unlabelable,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",,0.2687999949455264,0.2807999949455264,0.011999999999999955,ok,13,13,1.0,-0.4930448603134607,-0.1699964473925592,-0.10302152538843708,0.3434174104956076,0.3391800392340935,13,1.0,-0.6416834132134122,-0.5412376670980259,-0.49820486517220736,-0.3478508681260689,0.10134973967933263,13,1.0,-0.2377571881956021,-0.0819760646315229,-0.04967926890953521,0.1656035068389929,0.16356015225288503,13,1.0,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.4822222222222221,0.0,13,1.0,0.6277777777777778,0.6277777777777778,0.627777777777778,0.6277777777777778,2.220446049250313e-16,13,1.0,0.3,0.3,0.29999999999999993,0.3,5.551115123125783e-17,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,1.0,1.0,1.0,1.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.4444444444444444,0.4444444444444444,0.44444444444444453,0.4444444444444444,1.1102230246251565e-16,13,1.0,0.65,0.65,0.6500000000000001,0.65,1.1102230246251565e-16,13,1.0,0.2088888888888889,0.2088888888888889,0.20888888888888887,0.2088888888888889,2.7755575615628914e-17,13,1.0,0.156480189111375,0.3843187541985163,0.34252813127969667,0.4719691322754755,0.09481723909551522,13,1.0,0.1011856748790337,0.4630832065859172,0.4455496566681338,0.8554534851571515,0.2932933105647327,13,1.0,0.009483609268898,0.1967402823394816,0.2586721509924248,0.5536253324759474,0.16917303314831902,13,1.0,0.0002145902842511,0.4425337957037753,0.4211039013598178,0.9220974695130616,0.35846960180133985,0,0.0,,,,,,13,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555555,0.5555555555555556,1.1102230246251565e-16,13,1.0,0.0073242187629697,0.2075195312374029,0.2574744591120603,1.298828124949151,0.32035294236905637,0,0.0,,,,,,13,1.0,1.2296651072511934e+19,3.399547016571781e+19,3.6070997121016185e+19,5.675576987900654e+19,1.7473974602289416e+19,0.0,1.0,0.0,0.0,0.38461538461538464,0.46153846153846156,0.15384615384615385,False
